text,label
staff rude,0
of service,1
The delivery person told me he would paytm my balance amount and he did not.,1
package tamper with seal break before delivery,1
not get delivery but it show that item deliver,1
no problemo,1
delivery delay for more than day without any reason,0
amaze timely delivery,2
kindly reflect aspected time of delivery in msg,1
reach correctly doorstep,1
service good no issue,2
not deliver my debit card but status deliver,1
not receive my courier recieved only massage courier deliver kindly do needful,1
they not deliver at delivery address say incorrect address while ask whats incorrect in address he say you just keep it dont ask question very bad service,0
good than nicely,2
thanku you,2
Not receive to me this is another persyhow to find my currier. Whose this naresh kumar pls give me my currier it's very urgent. IN THIS CURRIER MY DOCUMENTS URGENTLY.MY MOB. 9664391669My name Narendra Kumar Soni so chimman lal soni JODIA ROAD VPO IKROTIYA KOTKASIM ALWAR RAJASTHAN,1
not a such,1
namaste blue dart team delivery boy dont come my delivery location,0
bikar nikal he,1
Please improve video kyc process no agent was available when I was opening my account after 3 days video kyc agent was available therefore have a request please make sure agent will be available during video kyc link clicking otherwise show message for not availability.,1
polite very good,2
delivery partner very good,2
delivery man awesome behaviour,2
courier deliver on timethank you,1
excellent service by delivery man,2
Everything is well except the return facility. Please send me the sellers details for replacement or return of product.,1
you book my parcel transport it my city,1
please return product,1
very truble my deliveryvery bad,0
on timegood,2
till now not receive,1
I didn?t get my package but shown as delivered!!! What is this behaviour?,0
Tahnk you,1
product not yet recieved,1
Over all experience to the,1
ajir,1
very grateful for this,2
recieved complete different product nothing like order scam want refund,0
only product deliver,1
my package twice mark a consignee refuse take delivery but have never refuse it,1
"Bank employee Shubham Zende did smooth processing for ac opening.
Explained all the benefits and features",1
your delivery person have handle product in another person hand,1
Please make available individual current account,1
no change need,1
delivery boy very excellent servic,2
it fair enough cm,1
can issue identity card delivery manotp need exchange betwwen delivery man person get courier so it deliver correct person,1
bluedart very poor delivery dont like it not deliver my product day wait my product,0
they place courier on step,1
very much on time thank you,2
not at home delivering,1
delivery guy very helpfulthe delivery address my office,1
bad sarvice,1
not proper service,0
it delay than expected date,1
parcel reach in time,1
no product deleverd me,1
before come let u know approximate timing,1
not deliver no receive,1
not receive my delivery please verify update,1
it not deliver show deliver person not pick up call,0
great behaviour,1
"Very good 
Sarvis",2
improve knowledge of your delivery manteach them how go location by see on map send them my current location they didnt able reach by current location send themafter that they video call me then they reachrest all thing good packaging all safety of product good,1
too late delivery a per schedule,0
It?s correct PIN code only but but bluedart courier holded 3 days,1
this product not deliver my proper address,0
polite behaviour of delivery person,1
grt service,1
very bad experience delivery person just give miss call disappearednot respond over phoneasked otp over phone before reach delivery location have call sender follow pl take necessary action against delivery person,0
dan dana dan dan,1
delivery guy didnt deliver at doorstep he hand it over security at gate,0
dont make fool people wothout call cancel order faild msg,1
delivery make ahead of schedule quite appreciable,2
ok deliver,1
I m satisfied with communication with agent. Thanks a lot,2
let me know whom my parcel deliver not receive yet,1
Good bank and service's,2
10,1
ok im baripada,1
no proper information customer regard delivery,1
delivery day late there no update on location of item,1
while book please take alternate mobile number also,1
so much bad service never order any product if there delivery partner blue dart if you wan na listen what happen me then contact with me a soon as possible,0
excellence but little late,1
it not home deliver,1
please make bluedart app,1
want return item,1
available do not hand over security do not follow instruction saw him on road get parcel by chance horrible,0
fast delivery than ekart,1
material not yet recieved,1
Already improved than others.. so keep it up,2
very happy with service of bluetooth because they do kyc also do otp verification so that no one get parcel without verificationthis verification method ensure that parcel reach correct person who suppose receive it very happy that this make it impossible for parcel fall into wrong hand they dont call much either,2
not deliver not single call from blue dart rong status shoving it not deliver,0
want return this product become you give me old product so please return this product,1
no daily service only or time in week,1
dont pickup if you can not deliver product at desired location,0
want give it return please,1
overall good but think you need give agent phone number who come deliver product because woh delivery agent bataa hua place pe akar hi call karte he or kab ayega pata nhi rahta achanak se akar call karte hai so pahale se number diya rahe toh woh kab mere location pe akar product delivery karenge exact jankari mil jayega ushse bat kar ke then baki ka kam humlog ache se plan kar sakte hain,1
very very very very very poor service dont want take any delivery from blue dart,0
do not receive any call regarthe delivery not present at my location for delivery still get message that parcel deliver do you deliver at gate or anyone else please confirm reply,1
package not deliver my home have physically pick it up from depot,0
receive open box with broken bottle inside box,1
show quality not good,0
wrong item order,0
carton bit damaged,1
actually want same two set for my radha krishna thats why request two same set but receive two totally different setsquantity good but feel very bad that first time my radha krishna wear different colour clothsif you any option please let me know want replace with two set with same dress colour,1
dont receive any delivery but you guy mark it a delivery please contact me directly,1
Good service provide by Priyanka cash counter maam,2
awesome service fast,2
Solve complaints on time and fast,1
good gesture,2
fake product wrong watch want return orderplease take my order return,0
how return my product there no return link,1
courier deliver at wrong address we dont know person that it hand over,0
good servicen,1
bluedart logistics here in yeola so pathetic from day they delay delivery now they message me say my parcel deliver when it not,0
good quality best service thanks,2
it multiple time that we have go collect parcel from hinjewadi pud center which very far they say deliver but they dont deliver at home which not expect from bluedart they really need do something about it,0
thanks delivery boy,1
add delivery boy number on out of delivery sm,1
it arrived one day before,1
bahut hi sahi time per pahuncha hai bhaiya nahin,1
very poor servicebad servicesnot response customer care,0
Kyo,1
you need new set of employee at your chokkampudur branch,1
all ok a of now,1
no nothing,1
item not deliver yet,1
please reduce transit time a possible,1
mujhe courier nahi mila,1
delivery person nice helpful,2
fantastic service packing very good even single scratch not there,2
Easy accessible official,1
package deliver within time but it miss fourth shirt there only shirt,1
blue dart not deliver shipment update it a deliver person whom which never hear of,1
delay parcel without update customer after that,1
If u give welcome kit by hand ican collect not by post,1
gud person nature wise,1
receive proper item,1
so far good,2
my shipping didnt deliver get message a delivered really surprised,1
your service very good,2
very bad chennai nandanam branch,0
write karna hai vapas,1
never get any call it not deliver me yet,0
deliver wrong address,1
courier not receive very bad,1
Teach your delivery boy how to talk to the customer.,1
clearly provide location link in address,1
first delivery,1
Sarvice of Blue Dart is the Best. But Charge Very expensive,1
delivery should do my place but have go hub collect package very bad experience,0
your sarvise not good your staff natchur very bad,0
please cancel my order,0
superfast delivery it on time a well very happy with service of blue dart,2
very late delivery service,0
not work,1
extremely poor deliver late in damage condition,0
schedule order deliver on monday but delivery agent ask pick up package from main office refuse deliver package,1
setisfy,1
they do not deliver have go office pick up they have no clue where parcel take min locate it they wrongly update site a customer refuse take delivery no one attempt or even call me call customer service understand delivery centre address pathetic service no responsibility no ethic,0
didnt get shipment,1
delivery person doesnt reach at exact delivery locationi another village pick up my order very poor delivery service,0
delivery boy call customer come outside take parcel instead of deliver it home addressthe experience very bad,0
not deliver home,1
very bad this not deliver me this happen second time for me last time also,0
delivery timely in perfect condition,2
pickup dispatch take way toooooo long than expect delivery also get delay by two day this happen when product same origin destination,0
mujhe order receive nhi hua hai,1
delivery one day late,1
delivery time,1
mera product change kar h,1
good dealing good service,2
delivery mean deliver mentioned address should handle box properly,1
no delivery make,1
you spell name totally different it binodanand mishranot binod kumar mishra,1
Kindly share Agreement letter,1
well delivery,1
thankyou bhaiya for day delivery at my door step,2
good patience,1
your side my product change,1
Damaged product need to return the product. No sender details provided,1
delivery boy good but bluedart not good,1
not doorstep service,1
super man,1
delivery guy didnt want deliver package home address ask me come at common point which km away from my place collect package or he say if dont come then he return package,1
this good product,2
goood,1
delivery person tell that he cant deliver my house a it very far a he on bicycle so if want this parcel then he can only deliver upto certain area tell him shop or place in that certain area where he can deliver,1
please arrange delivery at village area also my home address courier many time return,1
not commit deliver in time,1
not good sarvice delivery time not deliver,0
delivery staff very soft spoken deliver product swiftly without any hassle even though not present at delivery address,1
can see some fake entry add tracking by your associate like customer request future delivery,1
not deliver on timetoo much delay deliver parcel,0
very pleased receive parcel safe sound,2
delivery quick wellhandled package arrive on time,2
it bad experience after pay additional charge get fast easy delivery have go by myself collect my courier from bluedart warehouse,1
Make more responsive.,1
bhutt acha delivery boy tha,1
worst delivery personal,0
delivery person very rude he didnt wait for minute hence have wait for minute make repeated call but he didnt takethe man argue utter that he wont bother even if complain,0
product not deliver me still get message it deliver,1
order keep delayaing for almost week daily wrost service ever see,0
my name wrong,0
take too long reach early reach rajasthan for no reason,1
delivery guy not so polite,0
thanks great,2
bahut bekar hai,1
nice servic,1
delivery agent didnt come my address properly he stop km before my address no road issue what this behaviour blue dart,0
fast delivery good attitude of delivery person,2
NO. THANKS,1
awareness of area,1
product quality it doesnt fit on my phone cant use product,0
really very blue dart thank you so much for your speed delivery,2
tell your delivery partner behave properly,1
dawa change hai jo order kiye o medicine nhi hai,1
my order size,1
this rating only for guy who deliver this parcel,1
very bad experience also product not same a order not same product that order,0
mat,1
excellent service keep it up,2
very rude behavior,0
do provide parcel in say time,1
please make hr before delivery call just inform about delivery go take place,1
very poor service take so much time deliver order they dont give now direct delivery now take too much time deliver order,0
product damage by transport,1
item not yet deliver but receive message that it deliver,1
courier not deliver me mark delivered,1
no any one call me your side even come time your office then receive my letter very bad service,0
everything okexcellent servicethanks,1
my product scam,0
product not available it fake company empty bottle keep inside,0
very delay deliver my card,0
deliver person behavior not good,0
receive bad product,0
didnt get courier why this show it delivered,1
confirmation of consignee availability may enquire,1
courier boy behave rude typehe not himself able deliver my placeso we cant tolerate of rude behavior,0
main wo address me parcel nai bhejne bola tha q bheja,1
nahi mila,1
find that last few delivery seal cover open when deliver,1
your delivery agent behaviour good but time take deliver my parcel bad my parcel receive in latur at november it delivery me on november,1
during face face delivery time please talk with consumer,1
conveniently door step delivery,1
tq fir call,1
dont receive any parsal,1
deliver without trouble,1
who suresh dont know how person pls update not recieved my parcel,0
how can return this watch early,1
superb performance,2
very very bad behaviour not at all acceptable,0
impolite personit clearly mention that delivery do anand paal my order have name with saloni jainhe refuse come my place warn me that he keep parcel only with security no matter what cut callits multiple time with this specific person but blue dart never take any action even though complain multiple time,0
very good service also deliver one day before actual delivery,2
franchise person never deliver parcel at home,0
send cancel product again contact immediate,1
hamko nahi mila hai ye product,1
blue dart service very poor people very motherfucker,0
package not deliver me or not receive any call from blue dart,0
late delivery no response from your side for customer care very lengthy process for contact you im from andhra pradesh you dont telugu person in customer care,0
improvement of staff behaviour,1
by give right product,1
delivery partner behaviour not good way of talk very disrespectful,0
thank you for order,2
very good we really like blue dart courier service,2
who divyansh o who you deliver my card,1
you serve best,1
delivery person very worst,0
product not secure,1
wrong order deliver please return it,0
package intact,1
try delivery without fail in time customer should not come your office for receive packet,1
not receive any parcel,1
deliver it in day timethere no point deliver at home at late nightit cause inconvenience,0
very proactive reachedcalled multiple number reach customer,1
Aaa,1
every time need reach blue dart outlet receive parcel it out for delivery but not receive on time,1
pls provide your phone number along with shipment,1
late delivery no proper responsibility customer support,0
thank u blue dart,2
Online application verification of documents do get notary sign can be eliminated will make faster submission of application for approval.,1
"Jo base per account open kiya tha, per abhi tak loan DD ka photo copy aut loan disbursement tak nahi mila...",1
without ring up they write consignee refuse accept,1
product not order at all,1
a blue dart promise deliver parcel at your doorstep but they call u at their place which in garhshankarif tell him deliver at least near my location,1
dont receive any card,0
my office locate on main road in prominent market your delivery boy deliver parcel me in past fail understand why parcel not deliver me this time have send my representative your office pick parcel when ask reason of non delivery your representative in office,0
jagamalsalat,1
stiching not good my inner pocket tear,0
excellent performance good behaviour,2
recieved by name wrong should attension detail with accuracy,1
ok good,2
deliver all package within day together,1
order product but receive product totally different,1
receive parcel on even whereas status show out for delivery on last time also they deliver parcel after week of date show on status parcel edible item atampered even this time out layer of packet cut from two side,1
fast secure,1
barabar che,1
bad receive empty package,1
where my parcel,1
Great respect shown by delivery executive!!! 10/10 points for sure?,2
consignment not deliver my house but still mark a deliver,1
always outstanding,2
deliver too late it reach here on th november but get it today since th november everyday receive message say it deliver today but didnt receive it in due course of time thats why not satisfy by service,0
person really honest hardworking not present at home but,1
bad way of speaking,0
package damage seem like sone one already try open same dent at one side pathetic a usual,1
all hood,1
still not receive package,0
deliverey,1
radhe,1
very nice service keep it go on,2
delivery agent do not calleddid not request for otp,0
didnt get order not home on sunday nd have no call or anything from delivery team ask everyone in my apartment dont anything with me it not deliver,0
not receive product by self,1
want return my ordee,1
deliver ok,1
very fast accurate deliverykeep it up,2
dont any complaint about your servicegood,1
mmdjdj,1
very bad servicealways make remark address not correct never call on give mobile numberagents use provide number blockedspam provide them personalnot spam series number,0
off late delivery staff quite reluctant handover package at door this happen with me for third time in last one month,0
Please provide more details about order tracking .,1
dont like product,0
deliver security not door,1
excellent deliver,2
sarvic well haivideo me jaisa product dikhaya jata hai vaise nhi hota hai,1
waste company ever see before we recive from office of blue kart,1
didnt receive any call or order now theyre say it deliver self bad service,0
nothing more say about they follow time delivery package in proper condition,1
want return product because order something else get something else,1
return parcel it smell like alcohol dont like,0
day early delivery,1
glass case not provide,1
do not receive my packetitem,0
it pathetic when consignment get pick up,0
delivery partner behaviour very humble,1
like it this corrier service,1
very kind helpful person,2
receive my order two day late,1
include more non service area in naddi for delivery,1
where do my parcel deliver,1
need improvements delivery person should either call or message for address issue try deliver in time a it matter lot,1
not call by delivery boy,1
"Nothing explained, yesterday I purchased now I have unclear dues why?",1
my return clean clear meet all perimeter,1
different colour delevered please response as soon a possible,1
send customer executive contact detail when product out for delivery,1
consignment not deliver at my address please check revert,1
bkwas service mera medicine aaya tha haridwar se inhone contact krke bola bhi nhi ki recv kr lo direct refuse kr diye total bekar service hai,1
nothing deliver today no blue dart delivery though approve in society app no one turn up please find where it deliver,1
refund chiya pasiya,1
not deliver im receive,0
delivery guy directly put courier outside house leave without inform please take action against him,0
kindly inform whom card deliver,1
delivery boy very bad,0
dont want this order please cancel,0
my order too let,1
item not receive no delivery make receive nothing please check chandra,1
no query at all,1
get scammee from brand need redund,1
havent deliver any product,1
Nill,1
do not receive any call,0
wuality u rough fictionous for this price quality of satin average,1
Thanks Mrs. PREETY SACHDEVA for your Kind support,2
timely,1
Good banking,2
deliver product on time,1
not require excellent service,1
do not give otp without otp how can you say that recieved my courier your agent even do nt ask for otp how can ypur company give courier any one without confirm any identity or otp,0
delivery person call day ago,1
deliveey agent very good,2
track info not update properly,0
bad product every receive it scame,0
havent receive courier,1
service very good receive my order more early then expect,2
do good,2
delivery team unprofessional first mention a customer cancel with other not receive when complain high authority about consignment not receive then receive my package on same day unprofessional delivery team,0
very bad experience due delivery of my product,0
amit ok,1
Best service,2
bad experience on this order for past day not get not correct response,0
it already best,2
he do not deliver parcel mehe take my otp tell me that give you but run away from there without handle parcel,1
not single delivery agent call on provided delivery number not try deliver home address there simply update a address not find in portal it very frustruting for u locate your courier office go there collect parcel it good we itself start delivery work rather than give high repute company like dhl,1
could day faster,2
delivery of shipment party via otp safe secure welcome it happy too please do it for all consignment yhby do this consignment neither get lose or misplace or deliver unknown person which generally do by mischievous delivery person,1
delivery product different which order,1
timely delivery good service,2
want refund,1
best agent,1
good service good bihevear,2
want cancel order,1
bad service delivery boy start call me from pm deliver at he call with different different number again again,0
Not satisfied due to customer care service representative not pick the phone,0
good delivery boy ajit kumar khatua good blue dart express limit very fast delivery company,2
other come other dont do froud,1
"I’m trying to open minimum 10000 balances account but your system open wrong account 
I’m telling your video kyc Costomer care he told me you try ofter complete video kyc 
Then I’m contacting your customer support team they said me wait for some days this not good 
Plz close my this account immediately and send me details 
Plz try to help and close this account immediate 
Thanks 
Rajesh Rathod",0
Plz make sure ur deliver boy can read d board on houses.... he can't read an English name on house n then telling Dat I hv 50-100 parcel to deliver cum outside... how could he talk lyk dis... I'm a Reseller I order to my customer... d vendor by mistakenly written my contact on parcel... n I'm telling him correct address but he z refusing to go upstair,1
transparent which reason item cant deliver,1
there undue delay in delivery there no communication for delay,0
have go take from hub,1
courier not deliver my home have reach courier office n get package,0
not dor delivery,1
good servise,1
delivery person well mannered give me full change without any excuse which rare experience for me or can say first time really appreciate it it not about small amount of money it show his dignity loyality,2
not deliver properly,0
firstly product arrive kollam pincode error message appear this badly affect delivery date,0
it day late from estimate delivery,1
achcha,1
not recive my shipment,1
rude behaviour of delivery person abusive foul language use very unpleasant experience,0
today my shipment deliver,1
On.pay.link,1
didnt receive shipment,0
service behaviour very disappointing request you kindly monitor their performance ensure that shipment deliver on time correct address this for ettumanoor branch near ksrc bustard,0
other product purchase s utra but s ka product deliverd hua hai return karna hai product,1
card available from th november at bluedart ramnagar kota raipur office,1
my last credit card dilevery very bad,0
"Pl. Take care & give preference to senior citizen,  whether dealing with saving a/c or other txn.",1
good hai but aap log ji din delivery ka date hota hai usi din delivery kiya karo,1
mujhe return karna hai,1
please deliver product fastly,1
Pathetic. Delivery person Beeresh entered my society at 5.35 pm on 30 Dec  and since then we were waiting for receiving the consignment. However,1
fred hua mere sath,1
aapka delivery boy bahut achcha ladka hai acche se batchit karni aati hai,1
prashant good always polite on time,2
order one but he deliver two it u wrong ask for one return he do not oblige,1
totally satisfied with delivery person,2
delivery boy behaviour not good he argue for come from far distance,0
because my product miss package not good,0
my parcel not deliveredkindly send me signature of person who recvd parcelconsider it urgent,1
till time not receive very bad service from blue dart,1
delivery guy do not deliver parcel just because he climb stair,0
day deliver,1
who abishek,1
"If you call, I will tell you 6205637767",1
Excellent service and this is my first bank account in my career,2
love your agent behaviour,1
"Please open more branches, at least one branch in every district. In my case the scarcity of branches made some problems.",1
delivery guy polite,1
have go warehouse collect product,1
sandip bhai polte cooperative in deliver product,1
good procedure,2
delivery man didnt come back on time he late because he get delay while pick up parcel,0
Already said in first option in details please check.,1
not receive at home collect inthe your office two time massage recieved your parcel receive due not available in home but available at home hour,1
he ask for delevery message dont know why,1
she deliver at security gate,1
I have not received the order . Here it is showing delivered,0
he say call by customer name at home this not good attitude next time not repeat again any one alway say medam or sir,0
please confirm on call after confirm address,1
e xellent,1
parcel not receive me,1
The person who delivered my card was exceptionally calm and patient. He kept me updated regularly and waited for as long as it took to deliver it. I was impressed with his professionalism and dedication.,2
thanks for quick smooth delivery,2
he didnt deliver doorstep he come till park whereas every delivery partner come till door,1
do not deliver me,0
order not deliver mark a deliver,1
main rain same,1
delivery guy dint come delivery location have go next street collect order,1
my shipment not receive,0
plz how return this order,1
this product not same please give me my refund,0
deliver all order for same customer together instead of deliver them separately youll perfect,1
polite sweet courier person,2
delivery partner call me even before he reach destination,1
same a it do today,1
"Hlo good morning,my account is freezing.now I can't use my account please help me",0
excell,1
go get parcel a they didnt deliver parcel,1
xyz,1
delivery person kind polite deliver doorstep without ask come down apartment,1
not this time,0
behaviour not at all good,0
courier receive nov but every day we receive message courier out of delivery but not receive again message receive next daywe face time same issue,0
Best team,2
delivery person call confirm address,1
delivery agent leave box at entrance of pg,1
Great,1
actually order place sun glass for fastrack company,1
Noo,1
you already great,2
mujhse nhi chaiye ye,1
already your service good,2
exllent,1
hamara company hai ki bar paisa liya jata hai usmein kyon liya gaya pahle bhi main tarikh ko transaction kiya hai vah bhi successful bata gaya hai fir bhi aaj tujhe abhi ke time mein bolata transaction nahin hua kyon nahin hua hota mera account mein paisa aana chahie vah bhi nahin aaya mera pas group hai fir bhi dikhaya fir bhi bol raha nahin hua paisa ho gaya,1
one of best delivery,2
can buy packbut get one pack,1
complete satisfaction with recent delivery handle by blue dart,2
do not deliver my address need travel km pick my order this shit service too bad,0
parcel come in damage condition,1
quick fast delivery delivery guy very polite gentle,2
bad experience evermy order not yet deliver still they update it a deliver order two different thing out of which one have deliver other one they update a deliver even though it notwhen try call them no one pick up my call,0
on tym deliver,1
good safe fast,2
prodect exchange by delivery person n give others take mine how can u ppl do this,1
delivery executive hand over my hdfc bank welcome kit unknown maid servant who about hand over it someone else just because it take me moment pick up call of delivery executive he didnt understand that such sensitive document like this can not give unknown person instead he argue with me tell me that in this work since year,1
wm not polite,0
open package delivery would good get know whether product damage while deliver,1
request call before coimimg for delivery but no call either before or afterthen whats point in request,1
very poor service from now onwards never use bluedart service at all also not recommend this service any a one at all pick my order on my own after day promise date of delivery october very poor,0
bhaut bekar product or service dono bekar ullu bnaya sabne,1
not deliver in actual location,1
delivery excellent,2
this order not deliver me,0
My Documents not received Please Contact . Mob. 96514911807007375583,1
very bed service,1
your delivery boy misbehave with me tell me in call that u not get ur parcel horrible delivery person horrible experience,0
very rude unprofessional delivery man,0
they wait for u because we late take delivery,1
please change my parsal,1
in my opinion,1
"That’s a great question to ask for customer feedback! Here's a refined way you could phrase it for clarity and engagement,My experience was very good with my relationship manager which is Farhat Jahan but I was disappointed with only one concern which was My Joint Saving Account was opened very late It took almost 10 working days which is not correct Your team should work on this.
Thanks & Regards,
Nitin Kalra.",1
dont wan,1
sahi time pe saman nahi jata hai,1
good service with good behaviouri like itgood jobkeep grow,2
delivery of this order make promptly,1
it quick service providerdeliver on timeif you not there they inquire about it through phone then before hand overing your parcel your neighbour once again they confirm on call,1
rani kanda,1
prompt polite sppedy delivery,1
discipline delivery,1
saree damage,1
it deliver at all whom ge deliver god only know,1
delevery boy polite good,1
my order misplace thats not what order,0
never order this item no idea why it even get deliveredi want refund as soon a possible want return iti never order anything like this,0
your boy report false without approach client they report that pary not available or show deliver,0
your delivery executive lie,0
increase service in rural punjab also because your delivery partner always insist come near highway,1
tooo late noida patiala km delivery time day what joke,0
actually blue dart service not available in my areaso if you can not deliver here please dont accept order of this areadelivery person deny come at give address say service not available there so you come at place which km away from my give address so one of friend receive my orderso dont recommend blue dart courier facility at all,0
very bad de,0
After transaction it's should not came please check your network connection.. please try again after sometime..this should be corrected ..,1
no shipment deliver please update where delivery happen,1
"If account is open with huge amount at first stage against your minimum balance amount, the part of the commission to be paid to concerns must be avail to clients who have created amount more than minimum requirements of bank . 
It’s my humble request to think about it and do your best please and if possible either credit part amount to my account or think about other benefits to be given to such types of clients please 
Do your best so that I can think about credit of another big amount please 
Hope for 2 outcome please",1
delivery person come deliver parcel but say that my family member receive parcel not available on call tell otp so he promise deliver parcel later ask for otp at moment till now parcel not deliver so really unhappy with service,0
order leather case for my iphone pro max a advertise by you but when receive parcel it different one which not for my use pay you rs it seem your company scam,0
order l size delivery size,1
parcel deliver wrong address in building,0
Amazing,2
not properly pakedbottel leak,0
fast delivery all update on time,2
I dont recommend to anyone..  everyday i got a msg showing it vl be delivered today.. and after 1 hr again i vl get a msg that ur product is delivered as the person is out of station.. but i dint get any call or msg.. this happened for 5 days.  and there is no contact number of the delivery person.. and the branch number .. even i tried calling customer care number but the number is busy always.. i never recommend it to anyone..,0
very late delivery false report of premise close whereas no delivery attempt for last two day,0
nce,1
service always vgood with customer convenience approach,2
delivery do,1
your deliveryman very rude towards me senior lady bad part that he cancel my order without my any command in front of me talk behave vrudely pathetic behavior of his,0
super fast service,2
service good fast but improve connectivity day by day,2
no needcheaters parcel take for deliveryensure check before accept for delivery,1
Paes only pass,1
delivery boy behaviour not good,0
your executive never deliver parcel my address,0
delivery partner bad not cooperative at all,0
on this delievery,1
we cant receive flicka silk touchonly lipstick receive from box,1
please deliver on time or day late okay but it delay by day,1
defected pc nikla,1
I have not received this parcel but it shows that I have received it,1
want return order,1
ખૂબ જ સારી પ્રક્રિયા છે,1
fail deliver parcel irresponsible we get parcel by reach depo,0
too much delay in service,0
receive by my brother not my husband at least he have ask otherwise he would mention resident,1
package leak from inside,1
not receive dabit card only check book,1
bad product receive,0
perform more expectation,1
delivery agent denay deliver at home,1
vare good keep it up,2
im not happy because because cheep quality different item,0
im at home no delivery person come there no harish in my building reception no parcel receive,1
perfect product,2
consignment not yet deliver how msg state a deliver,1
Not well,0
it recommend provide order reach it owner,1
package suppose deliver on but it attempt on rider call me but could not pick up a in meeting so rider mark it consignee not find after min call back rider,1
one day delay at patna airport,1
bohot bekar delivery or bohot time liya h,1
this fruad website that sell low quality watch there no service of refund,0
giod,1
not deliver at my address delivery boy say thats not my area you come near me bad,0
package box damage this how you handle package,1
already well,1
wrong shipment deliver,0
delivery guy refuse come up have go down collect,1
get different product not what order,1
fuck no,0
fuck off bitch,0
best service in courier thik,2
Wodd Service Experience,1
no delevered,1
parcel late by day,1
charan,1
you want call update them thanks,1
your service worst in india,0
polite interaction,1
pic aya he pic diya tha oder size small diyata small nai aya,1
All good 👍,2
do not receive parcel please check my persal,0
whom you deliver my parcel dont know hari ji dtdc wale,1
delivery person didnt call it show wrong address,0
delivery time should add in ur form,1
not receive parcel without hand over parcel,1
deliver item promptly after confirmation from me,1
order suppose bro get deliver on saturday nd november only deliver today after repeat followup,1
baat karne ki tamil hi nahi apke educative mai very poor,0
delivery make in my absence,1
it poor service,0
delivery partner well behave,1
service experience,1
it get deliver in daythank you anaya collection,2
satyam kumar,1
Bad services,0
executive humble polite well mannered respectful in conversation also,2
bad prodect,1
good could well with timing,1
parcel not deliver mark a deliver,1
your service so good,2
manoj pal,1
delivery landmark instead of location,1
worst delivery service after give location detail detail address still delivery guy call me half way their office location collect parcel,0
NONE,1
behaviour of employee so gdd,1
they take extra money more than our order value,0
dont argue with customer if they not present give them some time pickup their parcel,1
must,1
please give update of product on each destination on arattai application not whatsapp becouse arrattai indian application,1
india,1
kindly arrange for fast delivery of pending shipment please also share contact number of delivery person help coordinate delivery more efficiently,1
deliver not at time,1
mujhe delivery lene k liye bulaye or me chamelian road se aaya bhi lekin yaha delivery boy nahi mila ab call bhi nahi lag raha hai,1
delivery boy no sense of talk,0
not me,1
Very good service. Keep it going.,2
very bad service every time,0
full delivery not receive one item miss,0
smooth delivery polite behaviour,1
by not schedule delivery on weekend that would really relief every time order anything delivery come on sunday,1
dont receive anything,1
very good service delivery guy behaviour also very good,2
we not receive parcel,1
two time have bad experience without make delivery attempt or contact customer for prepaid order courier executive give fake update say delivery attempt fail where a we keep wait for product stop fake blue dart hire genuine people,0
th delivery guy good make sure that my document deliver on time,1
bad person make my day worse he think he raja which couldnt wait for min dont why blue dart hire these joker,0
parcel not receive message come deliver person,1
before arrive please give call,1
bcz it not deliver go pick,1
parcel ko ghar tak delivery hi nhi kiya or bol diya phone nhi uthayaor delivery boy n call bhi nhi kiya,1
delivery too late delivery boy have no change for cash back he pay me by my number still didnt receive my money back,0
very good satisfy,2
delay of one day understandable but reason provide that address incompleteincorrect not acceptable,0
they call me didnt attend call after that call them return but they say me today they come they deliver courier but today they didnt call me they through it out only go courier service collect it too bad bad,0
very arrogant staff,0
it never deliver memy name gautam it say delivery someone name kartikalso delivery guy call me guide him well he do this want my parcel,1
after reciving full payment with bill matress deliver after one week so it show u dont proper distribution how come u give service customer,0
where my packet it not deliver me my phone rang twice before cud answer call cut then in minute it show package deliver who it deliver not get my package,0
please let delivery fast process,1
dont know who mohan havent receive shipment,1
bad product deliever,0
didnt get my delivery yet,0
professional response improve much compare old day,1
best regard,1
stupid service,0
quality not well,0
Employees are polite.,1
No thanks,1
because u give mi date order deliver today date what this,1
executive polite professional behave,1
consignment not deliver at door step delay,0
devendra singh,1
parcel not deliveredwe go courier office take delivery of parcelservice very poor,0
not good quality,0
delivery do not receive on time courier person visit other sharnam society when call him they inform courrier agency close not visit today request issue cheque my son school but support unhappy with service,0
bahot achha hai,1
didnt receive product how can you say deliver,0
it quick efficient,1
receive courier on scheduled time thank you,2
delivery person didnt deliver parcel at home he hand overed parcel shop which in my building,1
sender fraud,0
not good wrong product,0
super person delivery,1
delivery agent pleasant no complaint therebut blue dart take too long deliver this order,1
get my parcel on time extremely happy with service,2
Awesome experience,2
parcel not receive not any call,0
give delivery person mobile number,1
my icici bank credit card not deliver,0
"Super service 
No problem atall sir",2
please gv nice phone delivery guy he cant listen me while talk,1
didnt receive at residence not sure about material from where it send what it nobody know a seal please revert,1
it would nice if address change can do,1
product one product deliver buy one get one not receive,1
not responsible,1
too late delivery,0
Follow up and queries after opening account should be attended properly,1
this not deliver me but receive message state it deliver,1
promise date wasnt keep nor anyone contactable,1
delivery boy doesnt come my housei come your warehouse pick my good,1
deliver security gateway without inform u,1
very fast service by blue dart,2
it on time come one day beforevery very happy,2
excilent,1
delivery not at home,1
everything gud,1
shipment delivery delayed,1
pathetic service delivery person give false update late delivery incompetent staff,0
delivery guy keep delay my order for four day,0
