text,sentiment,customer_intent,primary_aspect,aspect_flag
Good service. But costlier than others.,1,2,4,fallback_support
0 % satisfaction,0,0,4,fallback_support
Excellent service. On time received the item,2,2,4,fallback_support
Incomplete order delivery,0,0,4,fallback_support
Amazing behaviour and friendly nature,2,2,4,fallback_support
Very co operative staff thanks a lot delivery wale paji??,2,2,4,fallback_support
Hdhchxhx,1,1,4,fallback_support
As usual your service is very good and thank you very much p? ? ?,2,2,4,fallback_support
Delivery person is not polite. He should change his behaviour. Please advise him to polite and friendly.,0,0,3,behaviour
Very bad behavior of delivery man,0,0,4,fallback_support
Not no,1,1,4,fallback_support
SupabGood,2,2,4,fallback_support
The delivery agent was very humble ? and good behaviour and packaging of the product is also very good ?,2,2,4,fallback_support
Product is. Damige plz  return to my product  iam so daid,0,0,4,fallback_support
The service is fine till now.,1,1,4,fallback_support
Excellent7g,1,2,4,fallback_support
Please give delivery person's number so that it is easier to coordinate with him.,1,1,4,fallback_support
Share the number of the delivery boy for coordination,1,1,4,fallback_support
I havent recieved the shipment.,0,0,4,fallback_support
Fraud with me,0,0,4,fallback_support
Better?.,1,1,4,fallback_support
Delivery is well,2,2,4,fallback_support
It was a good service?,2,2,4,fallback_support
Your delivery executive Ashok Kumar is very co-operative.,2,2,4,fallback_support
Blue Dart service is excellent and unparalled in nature and it need not be explained further. I have been relying the services of the company for a long time and I always recommend this company to others of my friends & relatives.,2,2,4,fallback_support
Order marked as delivered but it isn't. I do not have delivery agent number,0,0,4,fallback_support
Very Polite behaviour and good person.,2,2,4,fallback_support
Well behaved and delivered timely,2,2,4,fallback_support
We have not received any product and it is showing delivered to self.,0,0,2,damage_lost
? Arrived in a soggy condition.,0,0,4,fallback_support
Keep up the timely delivery and food works Regards Renee,2,2,4,fallback_support
Good fragrance worthy price good experience,2,2,4,fallback_support
Good service PromptIn time,2,2,4,fallback_support
The product was not the same plz return this product to the company,0,0,4,fallback_support
Blue dart delivery service is very fast,2,2,4,fallback_support
Advance timing of delivery notification,1,1,4,fallback_support
I got my item as early as I could,2,2,4,fallback_support
Product issue Order mentione--  camraReceived-- power Bank,0,0,4,fallback_support
Good Person. He reached to door step without any calls which was good.,2,2,4,support
Good secvice by arun ji,2,2,4,fallback_support
Item has been marked delivered but I haven't received the package,0,0,4,fallback_support
The package was sooooo bad! Like some products got opened and all... Seriously is that is how you guys deliver products?? Hated your service.,0,0,4,fallback_support
Very late than show me first . But delivery agent is bad because he refused to come to my house say me to go to him which is 300m from my house,0,0,0,delay
I really like this service,2,2,4,fallback_support
Sorry' galti se,1,1,4,fallback_support
The attitude and behaviour of the delivery boy was not good.,0,0,4,fallback_support
The delivery guys is fabulous,2,2,4,fallback_support
Did not receive the shipment on time,0,0,4,fallback_support
Your delivery guy requested OTP even before delivering the package,1,1,4,fallback_support
Without call how delivery my card,0,0,4,support
Please deliver in Khanamukh too,1,1,4,fallback_support
Bad experience with delivery executive delivery boy did not deliver our product,0,0,4,fallback_support
Delivery person accommodative Good experience,2,2,4,fallback_support
Opt service,2,2,4,fallback_support
Very nice packing... excellent sarvice,2,2,4,fallback_support
Received wrong product I need that person number,0,0,4,fallback_support
???? ?????? ????? ?? ?????? ??? ??????? ???? ???? ?? ??? ?? ??? ?? ?? ??? ????? ???? ??? ?? ??????? ??? ????-???? ??????? ??? ?? ???? ???? ?? ???? ???? ?? ???? ??,1,1,4,fallback_support
Jerrie,1,1,4,fallback_support
Shankar murmu,1,1,4,fallback_support
Delivery boys are very good,2,2,4,fallback_support
That was delivered to wrong address,0,0,1,wrong_delivery
Excellent services. Thanks blue dart for giving us a pleasant service,2,2,4,fallback_support
I have not received delivery itself . I don?t know where it delivered,0,0,2,damage_lost
Courier service partner ki call nahi ayi visit kar ki collect Kiya or courier partner argument kar raha tha,0,0,4,support
I asked to cancel agebt also canceled it accordingly,1,1,4,fallback_support
Delivered properly and before expected time.Nice service.Greetings of the day!!!Thanks.,2,2,4,fallback_support
The courrier should be delivered to the flat after looking at identify,1,1,4,fallback_support
Customer support number and handling is messy,0,0,4,support
It's been 2 days since the product was at the nearest warehouse which is 2km away from my delivery location. Twice I visited and they said they will scan and will deliver it. Today i visited again and the package was lying there in one corner. So i had to visit there to finally get my product delivered. Pathetic service,0,0,4,fallback_support
Delivered between 10am to 3pm is best for me,1,1,4,fallback_support
Na.....,1,1,4,fallback_support
Not best naresh,0,0,4,fallback_support
All  good,2,2,4,fallback_support
Product delivered within in 1 days and the delivery guy behaviour is s,2,2,4,fallback_support
Please issue valid Invoice for the future reference.,1,0,4,fallback_support
Parcel has been reached Indore on 23/5/25 but delivered on 27/5 at 7 pm.The expected date of delivery was 24/5/25.,0,0,4,fallback_support
Quick and humble person..and his voice tone is very good..,2,2,4,fallback_support
Fastest delivery very good job???,2,2,4,fallback_support
Its already better. Dilivery guy was friendly. Better give him a raise ?,2,2,4,fallback_support
It was a credit card delivery and the delivery guy didn?t even checked my id and asked me for any otp. Very disappointed,0,0,4,fallback_support
Great experiance Great Service,2,2,4,fallback_support
such a fake product deliverd,0,0,4,fallback_support
Everything is good.. ??,2,2,4,fallback_support
Very poor service Customer Ko jab Kudha Lena Jana pade Apke office toh kya fayad Office open krne ka,0,0,4,fallback_support
Nice smooth,2,2,4,fallback_support
Ur delivery agent made delivery at 6:40 p.m while I eagarly waiting for the same from morning. He called and asked to take delivery by my wife. I replied only my son at home and he can take the percel. But he told original ID must be producing at the time of delivery. I requested him I am sharing the ID proof through whatsApp. Then he told u have to there with original ID proof. This is disgusting about ur delivery agent. Whereas two day ago I have received same type of percel after sharing my ID proof last four digit number. My question is what is ur actual delivery system?? Plz try to learn good behavior to ur delivery agent.,0,0,4,support
Very polite & quick service,2,2,4,fallback_support
Delivery boy not coming home address,0,0,4,fallback_support
Great service.The delivery boy was very polite and delivered product on time,2,2,4,fallback_support
Delayed deli,0,0,0,delay
The parcel was not delivered the opt was asked and the parcel was not delivered to Pauline jasmine,0,0,4,fallback_support
Pay attention to delivery associate... They are bit irresponsible. Without any call or msg they marked as delivery attempted. And this is wrong.,0,0,4,support
Were poor service,0,0,4,fallback_support
Fake item it's to bad I lose 800 rupees,0,0,4,fallback_support
This delivery executive sometimes marks my some order as delivery attempted even when it was not attempted,0,0,4,fallback_support
Better service good job,2,2,4,fallback_support
Very nice and good polite person,2,2,4,fallback_support
Good service Dilveary boy is excellent,2,2,4,fallback_support
The are great,2,2,4,fallback_support
Good and fast india delivery,2,2,4,fallback_support
Smooth delivery experience with Blue Dart. Appreciate the professionalism.,2,2,4,fallback_support
Useless service. Made name sit at home for 3 days. I had to personally go and collect my parcel. Disgusted,0,0,4,fallback_support
Your nice service and very good,2,2,4,fallback_support
Myself  delivered,1,1,4,fallback_support
Two days delayed,0,0,0,delay
The boy doesn't have the manners to talk,0,0,4,fallback_support
Always lie about delivery. They show fake reasons for not delivering the parcel.,0,0,4,fallback_support
Delivery partner nature is amiable,2,2,4,fallback_support
Mere sth froud hua h.,0,0,4,fallback_support
I happy with blue dart,2,2,4,fallback_support
Delivery partner was so nice ?,2,2,4,fallback_support
Great Service and On-time Delivery,2,2,4,fallback_support
hdbdbfbfbf,1,1,4,fallback_support
Polite agent and was aware of the location and delivered on time.,2,2,4,fallback_support
Very good person ?????,2,2,4,fallback_support
Very good nd nice behaviour,2,2,4,fallback_support
Mobile number of delivery boy must be mentioned in delivery SMS,1,1,4,fallback_support
Neet to return my oder,0,0,4,fallback_support
Blue Dart services are very very fine everywhere,2,2,4,fallback_support
Important parcel not delivered and delivery agent mark it as completed.,0,0,4,fallback_support
Reached the location easily without much calls. And delivered on time.,2,2,4,support
It's really a good experience with this courier.Excellent service...,2,2,4,fallback_support
The product is physically damaged and accessories are missing and issue is not resolved.,0,0,2,damage_lost
Xhxbcn nclhzm,1,1,4,fallback_support
Delivery process highly satisfied.,2,2,4,fallback_support
Seamless service by delivery person,2,2,4,fallback_support
Timely and smooth delivery of my order from fnp,2,2,4,fallback_support
The courier boy was very,1,1,4,fallback_support
2km ???? ?? ???? ???? ????? ???? ?? ??? ????? ???? ?? ??? location ??? vha ??? ??? ?? ???? ???,0,0,4,fallback_support
All ok. Keep it up,2,2,4,fallback_support
The item was too cool and price also good,2,2,4,fallback_support
Great experience... Vry hppy... Nd vry fast delivery...,2,2,4,fallback_support
Delivery was fast and secure,2,2,4,fallback_support
Medicines should be delivered on priority. 2 full days is TOO much time.,0,0,4,fallback_support
Good Sevicce,2,2,4,fallback_support
The attenders not respond propely they have neglected customer service,0,0,4,fallback_support
Good & Quick service provided by Blue Dart delivery,2,2,4,fallback_support
Good behaviour and genuine guy,2,2,4,fallback_support
Material delivered in broken condition,0,0,2,damage_lost
Service excellent  he callede one time for the adress my address very difficult to find....,2,2,4,support
Really good service and product quality is very good quality thank you so much,2,2,4,fallback_support
Debasish is a very good biker,2,2,4,fallback_support
Very quick and smooth delivery experience,2,2,4,fallback_support
Not good Sigla one product,0,0,4,fallback_support
excellent excellent good job excellent excellent work excellent excellent,2,2,4,fallback_support
My parcel was lost it took 1 hour to trace i had to go to a place where the shop is in Ghatkopar kam raj nagar which was not easily traceable no name horrible service no man power to support sadly to say for the frst tym kindly upgrade n update about it,0,0,2,damage_lost
Courier was kind and frank,2,2,4,fallback_support
Thank you for the seamless delivery,2,2,4,fallback_support
You have delivered modules 2 times but I still didn't get goddies,0,0,4,fallback_support
Delivery agent was calm and polite.,2,2,4,fallback_support
Parsal riturn,0,0,4,fallback_support
Exceptionally good service,2,2,4,fallback_support
Bharat Kumar,1,1,4,fallback_support
Mera atm aur cheque book tumhare bande ne kisi galat address wale ko de diya hai poora area dundh liya dophar se lekin abhi tak mera documents nhi mile usko bolo aake mujhe mera documents deke jaaye nhi to kal complaint kar dunga ye log sahi se service nhi dete hai,0,0,1,wrong_delivery
Bekar service verry bad Muje khud receive karne Jana pada office And staff behaviour also had Poor service blue dart,0,0,4,fallback_support
pleased with delivery,2,2,4,fallback_support
Superb person and very kind and helpfull,2,2,4,fallback_support
Maintaining consistency in prompt deliveries as you are doing now,2,2,4,fallback_support
Wrong item receipt,0,0,4,fallback_support
Awesome delivery time ??v,2,2,4,fallback_support
I got canceled many times and the status wasn?t updated timely,0,0,4,fallback_support
Satisfied?.,2,2,4,fallback_support
Amarsingh,1,1,4,fallback_support
Keep up good services.,2,2,4,fallback_support
Tiabnzbxn,1,1,4,fallback_support
GOOD SERVICE GOOD BEHEVIOUR,2,2,4,fallback_support
the service was satisfactory,1,1,4,fallback_support
Good person and nice experience with him,2,2,4,fallback_support
Very w,1,1,4,fallback_support
Not a delivery,0,0,4,fallback_support
Blue dart delivery boy is very nice to meet you thanks visit again and thanks for blue dart ru,2,2,4,fallback_support
Deliver  early as expected. Thanks,2,2,4,fallback_support
Good Attitute.,2,2,4,fallback_support
Very diligently the person had delivered.,2,2,4,fallback_support
Polite and very good in service.,2,2,4,fallback_support
Did not tried to reattempt for delivery.,0,0,4,fallback_support
Good service but can inform real time update on the time of delivery,1,2,4,fallback_support
Today's delivery boy did his job well,2,2,4,fallback_support
This is a totally wrong information.. The shipment is not delivered... not delivered.... not delivered,0,0,4,fallback_support
v v good,2,2,4,fallback_support
It was good interaction,2,2,4,fallback_support
Fast and polite service.,2,2,4,fallback_support
Prompt delivery and informed and behaved politely. I like blue dart courier very much ?,2,2,4,fallback_support
Not delivered on time ?,0,0,0,delay
PackGe was open and changes the product,0,0,4,fallback_support
Thankyou for kind service ??,2,2,4,fallback_support
Tthhh,1,1,4,fallback_support
Your service are so superb,2,2,4,fallback_support
Good service ... happy,2,2,4,fallback_support
The package was marked as ?Out for Delivery? for two consecutive days,0,0,4,fallback_support
Pl. Try to improve,1,1,4,fallback_support
The experience was pretty good.,2,2,4,fallback_support
I got same tom form perfumes and it?s like a water form refund my money,0,0,7,refund
"Your courier service is terrible and a joke. First you said delivery is on 24/52025 then changed to 25/5/2925. Then it was changed to 2 Jun 2025 then again changed to 27/5/2025. Does the idiots running bluedart realise the inconvenience you cause us. I had to reschedule visits to the Hospital to take my wife to be at home to receive your stupid delivery. Only you have ""Network connection delays"" . I am getting deliveries from Amazon",0,0,0,delay
Delivery man should some money on them for example 20 rupees-100 rupees,1,1,4,fallback_support
Had an excellent experience,2,2,4,fallback_support
BEST PERFORMENCE,2,2,4,fallback_support
He is good sincere and kind.,2,2,4,fallback_support
Your delivery executive is indeed a very dedicated person,2,2,4,fallback_support
Delivered to third person without my ID proof and OTP,0,0,4,fallback_support
Great work. Keep working as diligently,2,2,4,fallback_support
Good service especially the delivery agent,2,2,4,fallback_support
Kindly improve,1,1,4,fallback_support
Thank you for fast service ?,2,2,4,fallback_support
Kindly do the delivery on time,1,1,4,fallback_support
I didn't received the correct order they cheated,0,0,4,fallback_support
He was on time and seemed like a nice guy,2,2,4,fallback_support
Good response time,2,2,4,fallback_support
Delivered bt delivery personells not gave proper information about delivery and not Delivered all items even they carry it with them so please improve u r service &gave my remaining items as early as possible,0,0,4,fallback_support
Till now I didn't receive the parcel,0,0,4,fallback_support
U have to exchange my order,0,0,4,fallback_support
Be on exact location,1,1,4,fallback_support
Excellent service from BLUE DART,2,2,4,fallback_support
Very good service by brijesh,2,2,4,fallback_support
Very good bhai log,2,2,4,fallback_support
the product has changed,0,0,4,fallback_support
No iam not satisfy,0,0,4,fallback_support
Integrate Google maps with your parcel delivery service to track more precisely.,1,1,5,tracking
Thank you for delivering the product. However,1,2,4,fallback_support
Good service Akshay nice work exlent working on,2,2,4,fallback_support
Not at all this very best delivery,0,0,4,fallback_support
Fast delivery and delivery boy behaviour is so nice,2,2,4,fallback_support
Package is broken & open condition.,0,0,2,damage_lost
Best and too good thank,2,2,4,fallback_support
This notmy o,1,1,4,fallback_support
Staff behaviour is to good,2,2,4,fallback_support
haven? received my product yet and in app they are showing item delivered,0,0,4,fallback_support
Great delivery experience smooth and silent. kind delivery men,2,2,4,fallback_support
Very good service n behaviour,2,2,4,fallback_support
1 your courier partner call for 1st time only they never call when rescheduled and take back the parcel ... Over all you never satisfied,0,0,4,support
Doing well now,2,2,4,fallback_support
I want to exanj or money back,0,0,7,refund
I made payment for 3 items but received only 2 items.,0,0,4,fallback_support
Got fake product. Not happy with the delivery,0,0,4,fallback_support
It was good and quick.,2,2,4,fallback_support
U guys doing good job,2,2,4,fallback_support
appreciate,2,2,4,fallback_support
Behavior of delivery boy is very kind,2,2,4,fallback_support
The delivery boy was so kind and humble.,2,2,4,fallback_support
Excellent. KEEP IT UP.,2,2,4,fallback_support
Very good very fast brilliant ? ? ? 8,2,2,4,fallback_support
Good and much better,2,2,4,fallback_support
Best service...Still improvement has no limit.....,2,2,4,fallback_support
Excellent service done by bluedot carrier,2,2,4,fallback_support
10/10 for delivery patner,2,2,4,fallback_support
Not at all satisfied with the delivery The delivery boy never comes in front of my house instead he stands outside my lane and when I told him to deliver it in front of my house he rudely refused and after an argument he said to take the delivery directly from main office Please help me with my issue,0,0,3,behaviour
Parcel was received by me. My name is not prakash my name is Preksha. Please write and spell properly.,1,1,4,fallback_support
The delivery OTP and tracking details should also come on the email ID.,1,1,5,tracking
I obsessed this productsI love itDelivery was good,2,2,4,fallback_support
Really super products..,2,2,4,fallback_support
Amazing service. Very cooperative delivery boy,2,2,4,fallback_support
Very well and very fast ??,2,2,4,fallback_support
Fabulous service from blue dart in the rainy season Mr pavan,2,2,4,fallback_support
Delivery should be done on the same day as the fixed delivery date in any case.,1,1,4,fallback_support
I am very saponite,0,0,4,fallback_support
The delivery was not a door step delivery and I had to walk 300 meters while the delivery person was standing right there. He refused to come to door as the road condition was bad but one has to understand if u can walk he can drive as well right.,0,0,4,fallback_support
6.96E+11,1,1,4,fallback_support
The package delivered was already opened.Just like the quality of the book is also not good...looks like someone has changed the book and placed a zerox book instead of original one.,0,0,4,fallback_support
Delivery boy good behavior nice coperate,2,2,4,fallback_support
Excellent service by bludrt ..??,2,2,4,fallback_support
I have to go to the bludart office and have to collect my order the delievery boy did?nt carry my order by saying its very big and delayed it for 2 days after that i went to bludart office then i got my order,0,0,0,delay
It's different from what u shown in video bakwas  don't buy this product,0,0,4,fallback_support
The delivery person is very known to this address and very humble.,2,2,4,fallback_support
The package was torn and products were damaged when I received it.,0,0,2,damage_lost
Maybe deliver a little bit more fast,1,1,4,fallback_support
This is perfect deliver.,2,2,4,fallback_support
I have not received the courier. Even not provided the OTP. Kindly confirm where is the courier. It is given to Ashmitha. I don't know who is she. With out my consent how it is delivered?,0,0,2,damage_lost
Sensor motion light is not working properly,0,0,4,fallback_support
Great thing,2,2,4,fallback_support
The delivery system of blue dirt is very fast .  This order was booked very before but the company did not move it in time. However there no later delivery by blue dirt,1,0,0,delay
Well satisfied..,2,2,4,fallback_support
I received call prior to delivery. Continue this type of service,2,2,4,support
Please try to upgrade your delivery boys Behaviour,1,1,4,fallback_support
Be truthful and honest with your duties,1,1,4,fallback_support
Appreciate for service.,2,2,4,fallback_support
It's good the delivery is exactly on time I am happy ? want to book something else in future also,2,2,4,fallback_support
When we call ur customer care it's not working at all.. Pls do the needful.. How can we contact the customer care representative? Or add alternative number... Pls,0,0,4,support
Your delivery boy behaviour is very bad ?,0,0,4,fallback_support
No contact given,0,0,4,support
So good and product quality is also good and delivery is fast,2,2,4,fallback_support
The delivery guy didn't deliver door step.,0,0,4,fallback_support
Product  0 0,1,1,4,fallback_support
Excellent dilevery. Very happy,2,2,4,fallback_support
Like.,2,2,4,fallback_support
I? really humbled the way delivery person without hesitation climbs up to the second floor for delivery without arrogance which some people do. So thank you so much!!,2,2,4,fallback_support
Best service everDelivery guy was very polite,2,2,4,fallback_support
Thank you for always giving us best service.,2,2,4,fallback_support
Very fast nd good behaviour delivery man.,2,2,4,fallback_support
verry verry good service,2,2,4,fallback_support
Quick n safe delivery.,2,2,4,fallback_support
Fhchhchch,1,1,4,fallback_support
Had to collect order from courier ofc because they dint assign delivery agents. Worst service,0,0,4,fallback_support
Nyc services tx blue dart,2,2,4,fallback_support
Awesome delivery person. Nice service.Thank you so much.,2,2,4,fallback_support
The delivery man is rude,0,0,3,behaviour
Best executives in the world ?,2,2,4,fallback_support
The delivery agent was great,2,2,4,fallback_support
Delivery man on tym nd polite,2,2,4,fallback_support
Ghatiya packing pura neckband toota hua aaya hai box to dikh bhi nhi raha kidhar hai bakwas service hai,0,0,2,damage_lost
You are calling me through your app,1,1,4,support
Fast and ontime,2,2,4,fallback_support
Gulshan is Very hardworking employee,2,2,4,fallback_support
Timely delivered and the delivery person very honest,2,2,4,fallback_support
Your representative is polite and respectful,2,2,4,fallback_support
Delivery boy behaviour is soo good and I like the delivery time ??,2,2,4,fallback_support
Hdjj,1,1,4,fallback_support
It' fake item....,0,0,4,fallback_support
I hate you Jo photos me tha vo to hai nhi,0,0,4,fallback_support
Very polite and respectful delivery man and their behaviour,2,2,4,fallback_support
He was asking for direction but he didn't deliver the product on that he deliver the product after the day.. anyways his behaviour was good.,1,2,4,fallback_support
Delivery was good and convenient.,2,2,4,fallback_support
I was at home my friend picked my parcel ?,1,1,4,fallback_support
Delivery agent was co-operative and helpful,2,2,4,fallback_support
Nice behaviour and timing,2,2,4,fallback_support
Worst  product,0,0,4,fallback_support
Very late delivery everytimePathetic service ever,0,0,0,delay
It was an ontime delivery. Delivery man was kind and reached location with no calls. Product reached safely.,2,2,3,behaviour
Very nice service and courier boy behave ????,2,2,4,fallback_support
Muzhe parsal galat mil gays,0,0,4,fallback_support
Received wrong item and broke making fraud business,0,0,4,fallback_support
Service already very good? ??????????????,2,2,4,fallback_support
My product is totally wrong ?,0,0,4,fallback_support
Tuptup Bag,1,1,4,fallback_support
Great service! Very prompt delivery,2,2,4,fallback_support
8tfufuf,1,1,4,fallback_support
Delivery is and also product good quality,2,2,4,fallback_support
The items i received were in mint condition and 0 damage and fast delivery in just 2 days,2,0,2,damage_lost
The delivery man was very polite and good and very friendly,2,2,4,fallback_support
It's fast and secure service  the delivery agent is also good behavior and humble. Good nature,2,2,4,fallback_support
The executive was well professional,2,2,4,fallback_support
Fast service and skilled staff,2,2,4,fallback_support
I like it ????,2,2,4,fallback_support
Welcome done good job,2,2,4,fallback_support
My package delivery was delayed by two days.,0,0,0,delay
Good service lavkush,2,2,4,fallback_support
I did not receive my package and the status showed as delivered I demand a call from your team.Kindly resolve this issue at the earliest,0,0,4,support
Wrong item delivered bed,0,0,4,fallback_support
Ordered on 11th may received on 27 th may . make delivery faster,0,0,4,fallback_support
No need to action...,1,1,4,fallback_support
Interaction with staff was good,2,2,4,fallback_support
Delivery agent is not good,0,0,4,fallback_support
They were telling me my correct address is wrong for the last four days,0,0,4,fallback_support
Politely spoken behaviour.,2,2,4,fallback_support
hamid,1,1,4,fallback_support
Such,1,1,4,fallback_support
Very best service.timly arrival,2,2,4,fallback_support
Love the Delievery! The delivery man was so patient and not at all rude! Very sweet.,2,0,3,behaviour
On time delivery is subject to good,1,2,4,fallback_support
Delivered to wrong person ..some one you mental Vishal nale,0,0,1,wrong_delivery
Superbc,2,2,4,fallback_support
no no nothing everything is nice,2,2,4,fallback_support
Best and fast delivery ever ! Nothing need to changed ? blue dirt is best,2,2,4,fallback_support
Thank you for good response,2,2,4,fallback_support
You are doing well!,2,2,4,fallback_support
It?s to good service because it?s give my product one day early thank you so much,2,2,4,fallback_support
Wonder ful service I ever experience by blue dart thanks,2,2,4,fallback_support
Delivery agent was good at servings this order and very polite.,2,2,4,fallback_support
Not delivered home address delivery 10 km,0,0,4,fallback_support
Continue excellence in your services & timely deliveries.,2,2,4,fallback_support
Consistently on time,2,2,4,fallback_support
So safe Neelam,2,2,4,fallback_support
Shipment didn?t get delivered,0,0,4,fallback_support
Good work..nyc behaviour.... Overall very good service....,2,2,4,fallback_support
The worst service. You guys just know how to hold the packages in your basement for months.,0,0,4,fallback_support
Service is good continue,2,2,4,fallback_support
One day u update incomplete address & next day u deliver product on same address without any communication or update in address...what kind of fool you making to customer...,0,0,4,fallback_support
Behave nicely,1,2,4,fallback_support
The delivery executive was very fast and sweet.,2,2,4,fallback_support
It?s a good experience,2,2,4,fallback_support
The delivery was delayed too much. Had to reach out to the local office to get it.,0,0,0,delay
Very very good person delivery man thank you blue dart,2,2,4,fallback_support
Thanks bluedart and kotak mahindra Nice service,2,2,4,fallback_support
Size was big,0,0,4,fallback_support
All the products were different and served bad things and completely a different order with a bottle of urine,0,0,4,fallback_support
Services were superb,2,2,4,fallback_support
Delay service I am currier self pick up 10 km from warehouse,0,0,0,delay
U should improve,1,1,4,fallback_support
POLITE AND HUMBLE.,2,2,4,fallback_support
I had not received the package. To whom it was delivered?,0,0,2,damage_lost
I didn't received the order ... I have asked to cancel. But it's mentioned deli,0,0,4,fallback_support
Very humble and active perosn,2,2,4,fallback_support
The package was delivered in a damaged state.,0,0,2,damage_lost
Executive lied to say we were not available & delayed rhe delivery by a day Where is the point in giving extra money to blow dart for fast delivery??? Also he has lied about who it was delivers to - there is no mr Jaya here ?. Blue dart really has to look into the decline if its service,0,0,0,delay
Good personalised service,2,2,4,fallback_support
Very happy with the product and shipment.it reached very fast and on time.,2,2,4,fallback_support
He just left important packet without asking OTP to my servant,0,0,4,fallback_support
Excellent delivery agents. Other courier company should learn from you,2,2,4,fallback_support
Sudjdjjdjdjfj,1,1,4,fallback_support
They don't deliver at my location. They dilivery 10 km away from my home,0,0,4,fallback_support
Actually the courier was received in my Firm by our Staff but OTP was not asked by  the delivery boy. What is purpose of the OTP! How it was delivered without asking the OTP?,0,0,4,fallback_support
Better experience in future,1,1,4,fallback_support
Should be more faster,1,1,4,fallback_support
Delivery executive well mannered and always on time.,2,2,4,fallback_support
tab,1,1,4,fallback_support
No commentsd,1,1,4,fallback_support
The delivery anna was very kind and polite,2,2,4,fallback_support
Thank you for calling before delivery of the parcel,2,2,4,support
Sir mene you tube per trousers dekha tha our uha se order Kiya bute size small and other trousers received not satisfied. How to refund my trousers. Plz sent coustomer contact no and share link. Immediate action plz,0,0,7,refund
Service should be improve more,1,1,4,fallback_support
VERY HUMBLE GUY,2,2,4,fallback_support
Delivery staff was great!,2,2,4,fallback_support
timely delivery. humble delivery person. satisfied,2,2,4,fallback_support
Nice Services Provided by Blue Dart ?,2,2,4,fallback_support
Please keep it up excellent,2,2,4,fallback_support
Blue Dart ke sath sabse Bura Anubhav,0,0,4,fallback_support
Nothing excellent service,2,2,4,fallback_support
Ni Lena hai,0,0,4,fallback_support
Keep it up to,2,2,4,fallback_support
Excellent service and nice behaviour,2,2,4,fallback_support
The item delivered in time,2,2,4,fallback_support
It?s good as you r doing,2,2,4,fallback_support
Safe and fast handling,2,2,4,fallback_support
Phone case I receive was so good..,2,2,4,fallback_support
The delivery agent was prompt. I got the delivery at 10 in the night. He is definitely hard working guy.,2,2,4,fallback_support
Excellent service thnks nykaa for the lovely gift?,2,2,4,fallback_support
Best courier and a good delivery boy ??,2,2,4,fallback_support
Good timely delivery.  Thanks,2,2,4,fallback_support
Supperrrr,2,2,4,fallback_support
Very good services. Courier delivered at our convenience without any hassles. Very cooperative.,2,2,4,fallback_support
If the person is not there I.e if the door is locked they can hand it over to the next door after getting signature from them or they can call them and get our consent,1,1,4,support
Please change my order and refund money,0,0,7,refund
Good service parcel delivered within two days....,2,2,4,fallback_support
bht bdiya bnda tha bhai delevery wala bht bdiya excellent ??,2,2,4,fallback_support
Nice? delivered my debit card,2,2,4,fallback_support
Satisfied with timely delivery.,2,2,4,fallback_support
Ok and Fine,1,1,4,fallback_support
Purv quality tour,1,1,4,fallback_support
I ordered my product on 18 may and received on 28It was plants for my planted aquariumAll melt now its of no use who will be responsible for this who will replace or refund for me,0,0,7,refund
A little faster delivery,1,1,4,fallback_support
Your Delivery Executive Deserves a round of applause?,2,2,4,fallback_support
Need to mention delivery boy number,1,1,4,fallback_support
Good sarvis blue dart Bilal bahi,2,2,4,fallback_support
It was instant and smooth delivery.,2,2,4,fallback_support
Fully satisfied with ur service,2,2,4,fallback_support
We have not received any item and it's mentioned as delivered which is inaccurate.,0,0,2,damage_lost
As always blue dart is my favourite couriers delivery service as compare to all other like delivery it is always fast unexpected delivery providers ??,2,2,4,fallback_support
Courier has been delivered to wrong person,0,0,1,wrong_delivery
Shipment not delivered at security,0,0,4,fallback_support
Deliver in time without blaming customer,2,2,4,fallback_support
Excellent service and staff are friendly.,2,2,4,fallback_support
Definitely good behaviour of couriour boy delivered on time,2,2,4,fallback_support
tihgj,1,1,4,fallback_support
It's good but pickup time is little late,1,0,0,delay
The climate situation is heavy rainy but deliver boy delivered the order at my door steps. Excellent delivery blue dart,2,2,4,fallback_support
U delivered to wrong person I have not received,0,0,2,damage_lost
Before delivery... thanx to the delivery staff..and the team.,2,2,4,fallback_support
All better courier service,2,2,4,fallback_support
damaged ??,0,0,2,damage_lost
Everything is already well,2,2,4,fallback_support
Very good delivery service. Good delivery man . Thank you for ur good service,2,2,4,fallback_support
Smooth delivery and the delivery brother was very cooperative,2,2,4,fallback_support
Girlfriend,1,1,4,fallback_support
Great at delivery and updates,2,2,4,fallback_support
Pilot Behavior,1,1,4,fallback_support
Stick to the delivery time and date,1,1,4,fallback_support
Messaging probable time of delivery,1,1,4,fallback_support
Hdjdm,1,1,4,fallback_support
bsbj,1,1,4,fallback_support
I will definitely choose blue dart in the future too,2,2,4,fallback_support
Made me collect order from courier office without assigning delivery agents. Despite several complaints they still repeat the same.,0,0,4,support
I was very much at home and the delivery guy just didn?t bother to call me and left the consignment with the security. This is completely unacceptable. Please advise your delivery agents to call up the customer.,0,0,5,tracking
Good Behaviour of delivery man.,2,2,4,fallback_support
Nice guy he given parcel at my door step also very helpful person,2,2,4,fallback_support
Very very well behaved,2,2,4,fallback_support
All good no problemo,2,0,4,fallback_support
Thanks you for perfect product,2,2,4,fallback_support
